Film;Anno;Budget;IncassoDomestico;Durata;Rating;Votanti;LunghezzaTrama;NumeroAttori;SRR;IncassoMondiale
The Wood;1999;6000000;25059600;106;70;7798;681;3;2.937;25059600
The Words;2012;6000000;11494800;102;71;71277;723;7;3.596;16369700
The Work and the Glory;2004;7500000;3347600;118;69;953;628;3;2.07;3347600
The World is Not Enough;1999;135000000;126930700;128;64;178551;733;3;0.682;361730700
The World's End;2013;20000000;26004900;109;70;242212;518;9;3.475;47508500
The World's Fastest Indian;2005;25000000;5128100;127;78;49623;378;3;5.027;18991300
The Wrestler;2008;6000000;26238200;95;53;183;142;1;1.409;46634300
The Wrong Man;1956;1200000;2000000;105;74;23445;393;2;5.852;2000000
The X-Files: I Want to Believe;2008;35000000;20982500;104;59;86514;669;3;3.737;68170800
The Yards;2000;20000000;882700;115;64;18766;760;6;1.184;2282700
The Young and Prodigious T.S. Spivet;2015;33000000;176800;105;71;15756;236;6;1.271;357700
The Young Messiah;2016;16800000;6469800;111;56;2933;838;2;2.506;7313700
The Young Victoria;2009;35000000;11001300;105;73;54760;647;3;1.237;31878900
There Will Be Blood;2007;25000000;40222500;158;81;474358;593;4;2.024;77208700
There's Something About Mary;1998;22000000;176484700;119;71;278147;422;5;4.502;369884700
They Came Together;2014;3000000;0;83;55;20078;46;2;2.174;82800
They Live;1988;4000000;13000000;94;73;99752;464;3;2.371;13000000
Things to Do in Denver when You're Dead;1995;15000000;529800;115;68;24964;504;7;6.151;529800
Things We Lost in the Fire;2007;16000000;3287300;118;72;26842;334;2;4.192;8120100
Think Like a Man;2012;12000000;91547200;122;66;41515;54;21;3.704;113373800
Think Like a Man Too;2014;24000000;65028700;106;58;18842;1175;2;3.319;70027900
Thinner;1996;14000000;15171500;93;58;26003;770;3;1.948;15171500
Thirteen;2003;2000000;4601000;87;78;55;685;3;4.234;9506000
Thirteen Conversations About One Thing;2002;3000000;3287400;104;70;9225;143;3;4.895;3705900
Thirteen Days;2000;80000000;34566700;145;73;51448;782;6;1.79;66554500
This is 40;2012;35000000;67544500;134;62;120469;696;10;3.017;90221200
This is England;2007;2380000;327900;101;77;111204;460;3;3.261;8739600
This is the End;2013;32000000;101470200;107;66;366389;678;8;1.032;126539100
This is Where I Leave You;2014;20000000;34296300;103;66;66423;814;2;2.334;41296300
This Means War;2012;65000000;54760800;103;63;169490;962;9;3.846;156974600
This Thing of Ours;2003;2000000;37200;100;51;617;122;2;3.279;37200
Thor;2011;150000000;181030600;115;70;701025;567;10;1.235;449326600
Thor: Ragnarok;2017;180000000;315003100;130;79;516552;702;12;1.14;850598200
Thor: The Dark World;2013;150000000;206362100;112;69;556315;635;14;0.945;644602500
Three Billboards Outside Ebbing, Missouri;2017;12000000;52644600;115;82;365898;622;6;2.412;131537900
Three Kings;1999;48000000;60652000;114;71;154284;670;4;1.194;107752000
Three to Tango;1999;20000000;10570400;98;60;17741;550;3;5.455;10570400
Thumbsucker;2005;4000000;1328700;96;66;20157;542;4;2.214;1919200
Thunderball;1965;9000000;63600000;130;70;97251;803;3;1.245;141200000
Thunderbirds;2004;55000000;6768100;98;57;82;191;2;2.618;28231400
Time Bandits;1981;12000000;37400000;116;70;54547;785;3;1.274;37400000
Time Changer;2002;825000;1500700;95;52;2135;407;2;3.686;1500700
Timecop;1994;28000000;44853600;99;59;52556;676;3;2.515;102053600
Timeline;2003;80000000;19480700;116;56;58006;751;3;3.063;26703200
Tin Cup;1996;45000000;53854600;135;63;43687;914;5;1.86;75854600
Tinker Tailor Soldier Spy;2011;21000000;24149400;122;71;177294;500;6;1.2;81452800
Titan A.E.;2000;75000000;22752000;94;66;56908;572;2;2.622;36752000
Titanic;1997;200000000;659363900;85;62;1289;674;5;4.303;2208208400
TMNT;2007;35000000;54149100;87;62;59046;749;4;0.935;96096000
To Die For;1995;20000000;21284500;94;48;442;37;1;8.108;27688700
To Kill A Mockingbird;1962;2000000;13129800;129;83;277770;950;8;2.737;13129800
Tom Jones;1963;1000000;37600000;129;65;10676;555;4;3.604;37600000
Tombstone;1993;25000000;56505100;130;78;117600;596;14;1.846;56505100
Tomcats;2001;11000000;13558700;83;51;127;162;3;9.259;13558700
Tomorrow Never Dies;1997;110000000;125304300;119;65;171125;666;3;1.351;339504300
Tomorrowland;2015;170000000;93436300;130;64;163875;827;3;2.298;207283500
Tooth Fairy;2010;48000000;60022300;101;50;38963;648;6;1.389;112610400
Tootsie;1982;15000000;177200000;116;74;91061;678;7;4.277;177200000
Top Five;2014;12000000;25317400;102;64;24992;714;2;2.801;25514800
Top Gun;1986;15000000;179800600;73;62;475;254;2;0.787;356800600
Top Hat;1935;609000;1782000;101;78;16033;211;3;2.37;3202000
Topaz;1969;4000000;6000000;48;64;53;626;3;1.597;6000000
Topsy Turvy;1999;20000000;6201800;92;51;190;407;2;2.703;6201800
Tora, Tora, Tora;1970;25000000;29548300;144;75;29780;794;6;1.259;29548300
Torn Curtain;1966;3000000;13000000;128;67;22713;665;3;3.158;13000000
Torque;2004;40000000;21176300;84;41;26120;1315;5;1.521;46176300
Total Recall;1990;65000000;119394800;113;75;283002;664;5;1.958;261400000
Tower Heist;2011;85000000;78046600;104;62;126804;636;9;2.044;150422900
Town & Country;2001;105000000;6712500;104;44;4514;282;6;6.028;10364800
Toy Story;1995;30000000;191796200;81;83;820970;638;2;2.038;364545500
Toy Story 2;1999;90000000;245852200;92;79;489517;691;5;0.289;511358300
Toy Story 3;2010;200000000;415004900;103;83;705713;707;27;4.102;1069666000
Tracker;2011;6500000;0;78;71;29;293;2;2.048;3100
Traffic;2000;48000000;124107500;147;76;188084;957;5;2.09;208300000
Training Day;2001;45000000;76261000;122;77;363305;606;2;0.99;104505400
Trainspotting;1996;3100000;16501800;93;81;600214;508;3;2.756;71559000
Trainwreck;2015;35000000;110212700;125;62;123720;640;3;4.375;141123900
Traitor;2008;22000000;23530800;114;70;53566;375;3;2.933;27882200
Trance;2013;16000000;2322600;126;63;459;1032;4;1.938;22594100
Transamerica;2006;1000000;9015300;103;74;39240;670;1;2.537;16553200
Transcendence;2014;100000000;23022300;98;61;23;678;2;1.77;103039300
Transformers;2007;151000000;319246200;144;70;575681;638;4;1.097;708272600
Transformers: Age of Extinction;2014;210000000;245439100;165;56;287331;933;2;2.036;1104039100
Transformers: Dark of the Moon;2011;195000000;352390500;154;62;370741;718;10;1.671;1123790500
Transformers: Revenge of the Fallen;2009;210000000;402111900;150;60;369539;862;6;1.624;836519700
Transformers: The Last Knight;2017;217000000;130168700;154;52;123800;675;18;2.37;603968700
Transsiberian;2008;15000000;2203600;111;67;48392;943;3;1.909;6379600
Trapeze;1956;4000000;14400000;95;59;11;73;5;4.11;14400000
Trapped;2002;30000000;6916900;78;63;801;902;2;1.885;6916900
Trash;2015;12000000;17500;110;63;2500;64;2;7.813;6553200
Treasure Planet;2002;100000000;38120600;95;72;93075;757;3;1.849;91800000
Trees Lounge;1996;1300000;749700;95;71;12844;375;4;2.133;749700
Tremors;1990;10000000;16667100;96;71;110466;629;5;1.431;16667100
Trespass;2011;35000000;16800;101;63;9479;443;3;2.935;786500
Triangle;2010;12000000;0;87;53;20;679;3;1.031;1595200
Triple 9;2016;20000000;12639300;115;63;61579;772;1;1.554;25943800
Tron;1982;17000000;26918600;96;68;107559;652;4;1.841;26918600
Tron: Legacy;2010;200000000;172062800;125;68;300054;638;7;1.097;400062800
Troop Beverly Hills;1989;18000000;7190500;105;57;8866;867;3;1.499;7190500
Tropic Thunder;2008;90000000;110515300;107;70;357639;709;6;1.693;191145300
Trouble with the Curve;2012;60000000;35763100;111;68;57003;551;6;3.63;47818900
Troy;2004;150000000;133298600;163;72;460843;697;10;0.717;484161300
True Grit;2010;35000000;171243000;128;74;39525;792;5;1.136;252276900
True Lies;1994;100000000;146282400;141;72;223781;591;7;1.692;365300000
True Romance;1993;12500000;12281000;119;79;192500;441;9;1.587;12310000
Trust;2011;4000000;120000;107;74;8654;98;1;5.102;120000
Trust the Man;2006;9000000;1530500;103;57;8217;144;3;6.25;2548400
Tuck Everlasting;2002;15000000;19162000;90;65;298;2674;2;3.74;19344600
Tulip Fever;2017;25000000;2455600;105;62;16088;976;13;2.254;3882500
Tumbleweeds;1999;312000;1350200;78;65;510;81;1;3.704;1788200
Turbo;2013;135000000;83028100;96;64;76676;764;13;1.702;286896600
Turbulence;1997;55000000;11532800;100;49;10142;595;6;1.345;11532800
Turistas;2006;10000000;7027800;93;54;34629;731;3;3.01;14321100
Tusk;2014;3000000;1822000;119;49;386;689;3;4.209;1857700
Twilight;2008;37000000;192769900;99;69;74;371;7;4.852;402280200
Twin Falls Idaho;1999;500000;985300;111;72;3618;128;3;3.906;1027200
Twins;1988;15000000;111936400;83;68;48;660;4;1.515;216600000
Twisted;2004;50000000;25195100;85;47;380;774;3;2.584;40119800
Twister;1996;88000000;241688400;93;52;1842;443;3;2.257;495700000
Two Can Play That Game;2001;13000000;22235900;90;61;5932;122;2;12.295;22391500
Two Lovers and a Bear;2017;6840000;0;96;61;1583;289;3;5.19;22300
Two Weeks Notice;2002;60000000;93354900;101;61;99972;646;2;2.167;199043300
U-571;2000;62000000;77086000;116;66;73429;546;3;3.114;127630000
UHF;1989;5000000;6157200;97;70;24524;982;2;1.935;6157200
Ultraviolet;2006;30000000;18522100;80;51;133;430;4;2.326;30962100
Unaccompanied Minors;2006;25000000;16655200;90;53;9788;692;3;1.445;21970800
Unbreakable;2000;73243100;94999100;106;73;363620;730;4;1.918;248099100
Unbroken;2014;65000000;115637900;137;72;132633;905;2;1.216;163527800
Undead;2005;750000;41200;104;54;12328;338;0;0.888;229300
Under Siege 2: Dark Territory;1995;60000000;50024100;100;55;41682;694;3;1.009;104324100
Under the Skin;2014;13300000;2614300;112;69;294;455;2;8.571;7229900
Under the Tuscan Sun;2003;18000000;43601500;113;67;44039;440;3;3.864;57490000
Underclassman;2005;25000000;5654800;95;43;5288;297;1;1.684;5654800
Undercover Brother;2002;25000000;38230400;86;58;32326;617;3;4.052;40796100
Underworld;2003;22000000;51970700;80;76;2290;100;3;1;95708500
Underworld: Awakening;2012;70000000;62321000;88;64;140105;741;6;1.889;160379900
Underworld: Evolution;2006;45000000;62318900;106;67;182350;680;3;1.324;113417800
Undiscovered;2005;9000000;1069300;97;43;2719;160;4;3.125;1069300
Undisputed;2002;20000000;12398600;94;62;27293;372;3;1.344;12398600
Unfinished Business;2015;35000000;10219500;96;66;206;208;2;3.846;12819500
Unforgettable;2017;12000000;11368000;117;60;4614;1949;4;1.95;15668000
Unforgiven;1992;14400000;101157400;130;82;348895;700;4;1;159157400
Unfriended;2015;1000000;32789600;83;55;63513;708;2;1.836;62869000
United 93;2006;18000000;31567100;111;75;94113;621;1;1.449;77635000
Unknown;2011;40000000;63686400;85;65;28384;686;6;1.02;136123100
Unstoppable;2010;95000000;81562900;96;50;4556;908;3;0.771;165720900
Untraceable;2008;35000000;28687800;101;62;45636;505;4;0.99;52650000
Up;2009;175000000;293004200;96;82;867706;678;5;1.327;731463400
Up Close & Personal;1996;60000000;51045800;124;62;12887;219;5;0.913;100645800
Up in the Air;2009;30000000;83823400;62;58;227;458;2;2.402;166842700
Upside Down;2013;50000000;102100;93;63;7;899;2;1.78;26387000
Urban Legend;1998;14000000;38116700;99;56;56407;931;7;1.719;72571900
Urban Legends: Final Cut;2000;15000000;21468800;97;43;15214;867;3;1.615;38574400
Valentine;2001;10000000;20384100;96;48;23741;877;4;3.079;20384100
Valerian and the City of a Thousand Planets;2017;180000000;40479400;137;65;146632;764;9;3.665;215116100
Valiant;2005;35000000;19478100;76;55;19593;723;3;1.798;64188400
Valkyrie;2008;90000000;83107800;121;71;217038;1069;4;2.058;203932200
Vampire in Brooklyn;1995;14000000;19637100;100;46;20298;1032;2;2.713;19637100
Vampires;1998;20000000;20268800;108;62;49792;506;3;0.395;20268800
Vampires Suck;2010;20000000;36661500;82;34;44686;631;6;1.902;81425000
Van Helsing;2004;170000000;120150500;131;61;232936;696;7;1.868;300150500
Vanilla Sky;2001;70000000;100614900;136;69;237271;1119;6;2.77;202726600
Vanity Fair;2004;23000000;16123900;78;57;229;818;2;2.201;19123900
Vantage Point;2008;40000000;72266300;90;66;140046;1014;5;2.071;150886300
Varsity Blues;1999;16000000;52894200;106;65;39848;920;9;2.717;54294200
Veer-Zaara;2004;7000000;2938500;192;78;45866;674;10;2.819;7017900
Velvet Goldmine;1998;9000000;1053800;118;70;32178;298;3;5.369;4313600
Venom;2005;25000000;881700;93;58;2257;1299;4;2.156;881700
Venus;2006;6000000;3347400;110;70;6;500;2;5.4;7818500
Vera Drake;2004;11000000;3753800;125;76;22699;436;3;2.982;13353900
Veronica Guerin;2003;17000000;1569900;98;69;18310;436;3;1.376;9438100
Veronica Mars;2014;6000000;3322100;107;68;48285;738;2;3.523;3485400
Veronika Decides to Die;2015;9000000;0;103;62;88;414;3;1.932;2200
Vertical Limit;2000;75000000;68473400;124;59;55971;1200;3;1.75;213500000
Very Bad Things;1998;10000000;9949500;100;64;43400;449;6;3.118;21095000
Vicky Cristina Barcelona;2008;16000000;23216700;96;71;230733;686;5;3.644;104504800
Victor Frankenstein;2015;40000000;5775100;110;60;48695;638;3;2.194;33175100
Videodrome;1983;5952000;2120400;87;73;76671;739;2;2.706;2120400
Virtuosity;1995;30000000;23998200;106;56;26612;571;3;0.876;23998200
Virus;1999;75000000;14010700;90;28;484;756;3;1.323;30626700
Viy;2015;26000000;0;77;74;4988;116;7;2.586;34246800
Volcano;1997;90000000;47546800;60;70;8;962;5;1.247;120100000
W.;2008;25100000;25534500;95;62;93;67;2;2.985;28575800
Wag the Dog;1997;15000000;43057500;97;72;75388;408;6;1.961;64252000
Wah-Wah;2006;7000000;234800;120;68;2829;75;2;2.667;463000
Waiting for Guffman;1997;4000000;2923000;84;75;25169;667;5;2.549;2923000
Waiting...;2005;1125000;16124500;95;70;64;516;3;3.488;18673300
Waitress;2007;1500000;19097600;108;70;42131;565;4;3.363;22217200
Walk Hard: The Dewey Cox Story;2007;35000000;18317200;96;68;63503;924;2;2.381;20606100
Walk the Line;2005;29000000;119519400;136;78;218480;670;2;2.388;187707500
Walking and Talking;1996;1000000;1287500;86;67;2932;558;3;3.584;1615800
Walking Tall;2004;56000000;46213800;125;70;4598;384;3;2.083;47313800
Wall Street;1987;16500000;43848100;68;63;13;712;6;2.669;43848100
Wallace & Gromit: The Curse of the Were-Rabbit;2005;30000000;56068500;85;74;118090;468;3;1.282;197593200
Waltz with Bashir;2008;2000000;2283800;90;80;52926;255;1;6.275;13912300
Wanderlust;2012;32500000;17288200;90;55;8;768;7;3.516;24159900
Wanted;2008;75000000;134508600;107;61;287;850;4;2.588;342416500
War;2007;25000000;22486400;120;77;3617;661;2;2.421;40686400
War for the Planet of the Apes;2017;152000000;146880200;140;74;208744;873;8;1.031;490280200
War Horse;2011;70000000;79883400;146;72;138703;1167;6;3.171;156815500
War of the Worlds;2005;132000000;234280400;116;65;394217;660;3;1.818;606836500
War, Inc.;2008;10000000;580900;107;56;21063;1004;4;1.992;1299900
Warcraft;2016;160000000;47225700;123;68;229818;947;1;2.851;433125700
WarGames;1983;12000000;74433800;114;71;85004;633;3;2.212;74433800
Warlock;1991;7000000;8824600;121;72;4953;862;4;1.508;8824600
Warlock: The Armageddon;1993;3000000;3902700;98;54;4985;400;2;5;3902700
Warm Bodies;2013;30000000;66380700;98;69;211071;621;7;4.026;115121600
Warrior;2011;25000000;13657100;97;41;140;816;13;1.961;24215400
Warriors of Virtue;1997;35000000;6448800;101;47;2689;776;0;3.995;6448800
Watchmen;2009;138000000;107509800;162;76;465128;828;8;4.106;184068400
Water;2006;3000000;5529100;115;62;2108;192;3;3.646;11322600
Water for Elephants;2011;38000000;58709700;120;69;106887;729;4;2.606;116809700
Waterworld;1995;175000000;88246200;135;62;170039;636;4;2.359;264246200
Wayne's World;1992;20000000;121697300;94;70;135708;426;4;2.582;183097300
We Are Marshall;2006;65000000;43545400;131;71;54504;344;3;2.035;43545400
We Are Your Friends;2015;2000000;3591400;96;62;33254;684;7;1.901;10166200
We Need to Talk About Kevin;2012;7000000;1738700;112;75;126476;365;5;1.096;10765300
We Own the Night;2007;28000000;28563200;117;68;81265;610;4;2.131;55307900
We Were Soldiers;2002;70000000;78120200;138;71;123148;786;3;2.545;114658300
Wedding Crashers;2005;40000000;209218400;119;69;318372;579;6;2.936;283218400
Weekend;2011;190000;484600;93;56;25;901;3;4.995;1577600
Welcome Home Roscoe Jenkins;2008;27500000;42436500;114;55;12745;864;4;2.662;43607600
Welcome to Collinwood;2002;12000000;378700;86;64;13717;739;3;1.759;4606300
Welcome to Mooseport;2004;26000000;14469400;110;52;11788;486;3;3.086;14469400
Welcome to the Dollhouse;1996;800000;4198100;88;74;30344;653;1;2.757;5034800
Welcome to the Rileys;2010;10000000;152900;110;70;22481;635;4;3.15;355900
We're No Angels;1989;20000000;10555300;106;75;7406;298;3;2.349;10555300
We're the Millers;2013;37000000;150394100;110;70;378706;825;6;1.091;267816300
Wes Craven's New Nightmare;1994;8000000;18090200;112;64;47608;610;2;0.984;18090200
West Side Story;1961;6000000;43700000;153;75;89714;774;6;2.196;43700000
What a Girl Wants;2003;25000000;35990500;105;58;55982;754;1;2.785;35990500
What Dreams May Come;1998;80000000;55485000;113;70;97124;804;3;3.358;71485000
What Happens in Vegas...;2008;35000000;80277600;99;61;159046;786;3;2.545;218535700
What Just Happened;2008;27000000;1090900;104;56;25716;429;7;1.632;2412100
What Lies Beneath;2000;90000000;155464400;130;66;111946;548;3;5.475;288694000
What Planet Are You From?;2000;50000000;6291600;105;56;8846;499;5;4.208;6291600
What to Expect When You're Expecting;2012;37500000;41152200;110;57;66823;609;10;2.463;120925700
What Women Want;2000;65000000;182805100;127;64;182988;379;4;3.958;374105100
Whatever it Takes;2000;15000000;8735500;93;65;13;180;4;1.667;8735500
Whatever Works;2009;15000000;5306700;93;71;67818;776;7;3.995;35106700
What's Eating Gilbert Grape;1993;11000000;9170200;118;78;200938;643;3;3.422;9170200
What's Love Got to Do With It;1993;15000000;39101000;118;73;15905;275;2;2.546;39101000
What's the Worst That Could Happen?;2001;30000000;32267800;94;55;14303;1381;3;1.303;38462100
What's Your Number?;2011;20000000;14011100;106;61;68978;580;15;5;30163800
When a Stranger Calls;2006;15000000;47860200;97;65;8677;678;2;2.507;67215400
When the Bough Breaks;2016;10000000;29747600;78;64;101;606;1;3.135;30629500
Where the Heart Is;2000;15000000;33771200;107;61;1416;244;4;2.459;40862100
Where the Truth Lies;2005;25000000;872100;104;62;31;896;3;2.902;1415700
Where the Wild Things Are;2009;100000000;77233500;101;67;97343;674;9;3.413;99123700
While We're Young;2015;10000000;7582100;97;63;42268;655;2;2.29;13423200
Whip It;2009;15000000;13077200;111;69;61762;429;7;3.03;18890000
Whiplash;2014;3300000;13092000;91;66;321;295;3;2.712;33474300
Whipped;2000;3000000;4142500;82;45;3832;48;3;8.333;4142500
Whiskey Tango Foxtrot;2016;35000000;23083300;112;66;46972;561;1;4.813;24916000
White Chicks;2004;20000000;69149000;109;56;121608;1076;2;4.089;111449000
White Fang;1991;14000000;34729100;70;61;36;648;2;1.389;34729100
